Country,Region,Energy_Type,Year,Unit,Energy_Production,Energy_Consumption,Energy_Imports,Energy_Exports,Renewable_Percentage,CO2_Emissions_Million_Tons,GDP_Billion_USD,Population_Millions,Energy_Intensity,Annual_Growth_Rate_%
UK,Europe,Natural Gas,2023,Terawatt-hours (TWh),36933,2692,7226,10420,45.83,532.26,2709.7,211.1,348.08,0.49
UK,Oceania,Nuclear,2016,Terawatt-hours (TWh),30432,4219,5709,13520,15.96,4476.23,6679.04,1150.25,350.46,-0.77
UK,Africa,Coal,2016,Terawatt-hours (TWh),45239,24487,9916,16549,49.63,99.17,22713.04,144.55,251.96,-4.23
UK,Europe,Hydro,2019,Terawatt-hours (TWh),48484,1680,282,9515,5.99,1942.81,3543.3,654.54,258.66,9.4
UK,Europe,Oil,2020,Terawatt-hours (TWh),39959,43179,7740,15420,5.45,1236.43,1875.37,1460.24,246.65,3.43
UK,Africa,Solar,2020,Terawatt-hours (TWh),9615,48481,12584,5630,45.6,2853.91,3545.94,757.09,281.18,2.07
UK,South America,Wind,2017,Terawatt-hours (TWh),29788,49606,14913,18942,47.09,735.73,8836.98,1136.6,132.52,6.33
UK,Oceania,Wind,2022,Terawatt-hours (TWh),33126,2672,11616,15089,43.21,317.16,22793.19,168.31,286.09,2.21
UK,South America,Oil,2022,Terawatt-hours (TWh),13657,26341,10955,10468,32.67,1719.8,20165.25,1071.65,301.03,-0.39
UK,Africa,Oil,2022,Terawatt-hours (TWh),2982,24533,30,9840,61.68,1428.28,14811.75,1481.59,346.63,4.75
UK,Asia,Oil,2022,Terawatt-hours (TWh),44780,627,14281,12464,17.28,823.31,15927.15,157.68,365.21,-4.36
UK,South America,Solar,2020,Terawatt-hours (TWh),12235,20354,242,13064,37.61,1338.28,21550.41,33.81,278.39,2.37
UK,Europe,Coal,2018,Terawatt-hours (TWh),34922,40910,5511,15544,56.79,3367.11,10718.32,673.17,235.86,0.86
UK,North America,Wind,2017,Terawatt-hours (TWh),8842,50349,13719,448,54.26,3208.94,19135.71,423.98,233.52,1.57
UK,Africa,Oil,2022,Terawatt-hours (TWh),36348,11510,9502,5127,6.95,3951.36,18227.76,1468.28,194.33,8.1
UK,South America,Solar,2024,Terawatt-hours (TWh),34255,34328,4713,6589,47.78,4223.62,3105.36,652.86,187.2,-4.02
UK,South America,Natural Gas,2019,Terawatt-hours (TWh),26336,30575,11840,12365,41.45,4268.34,6091.91,990.53,288.16,7.66
UK,Asia,Hydro,2019,Terawatt-hours (TWh),23581,26166,13668,15523,60.94,4648.97,5538.33,689.03,300.57,8.58
UK,North America,Oil,2015,Terawatt-hours (TWh),2582,49142,2815,18472,56.27,3385.3,10365.55,1359.19,178.14,0.25
UK,Oceania,Coal,2021,Terawatt-hours (TWh),43793,48990,7026,8999,17.67,2929.13,24496.23,156.44,385.3,7.24
UK,Asia,Natural Gas,2015,Terawatt-hours (TWh),24989,28434,8602,11382,63.36,561.58,20715.8,287.62,175.6,2.54
UK,Oceania,Coal,2024,Terawatt-hours (TWh),21983,44959,14173,8284,50.13,1090.63,14823.41,880.97,255,-1.44
UK,Africa,Solar,2019,Terawatt-hours (TWh),9447,24249,190,7502,13.7,4979.21,8447.57,38.66,126.87,4.21
UK,Africa,Oil,2019,Terawatt-hours (TWh),30624,32312,6445,3628,14.61,2123.95,5660.93,401.56,195.04,-3.31
UK,Africa,Solar,2020,Terawatt-hours (TWh),47076,1544,8829,18152,8.03,1879.55,24075.43,258.98,230.39,-3.38
UK,South America,Coal,2023,Terawatt-hours (TWh),44844,45479,9033,9923,38.46,1546.35,16209.3,1196.8,281.77,-4.39
UK,Asia,Solar,2024,Terawatt-hours (TWh),35891,45244,5586,7987,32.68,4648.18,3659.46,54.54,361.29,-3.75
UK,Europe,Hydro,2024,Terawatt-hours (TWh),49952,51241,102,4500,13.89,1030.59,20432.68,148.73,108.45,1.28
UK,Europe,Wind,2024,Terawatt-hours (TWh),25101,16037,3392,5020,16.24,503.42,7558.36,209.33,172.66,4.46
UK,South America,Wind,2015,Terawatt-hours (TWh),45561,9891,10426,19641,54.89,3004.15,8005.72,1401.06,166.21,-2.22
UK,Africa,Hydro,2024,Terawatt-hours (TWh),34820,15088,13023,4662,9.62,1112.91,4074.08,621.53,145.14,-4.43
UK,Oceania,Natural Gas,2023,Terawatt-hours (TWh),49617,27951,3938,4038,15.09,4530.77,22396.54,698.94,398.22,-1.09
UK,Oceania,Nuclear,2016,Terawatt-hours (TWh),2726,14054,13719,10248,26.97,4270.73,3523.27,332.95,74.02,7.1
UK,Europe,Hydro,2021,Terawatt-hours (TWh),4888,603,11409,16536,24.23,3659.22,22067.08,478.24,350.1,3.85
UK,South America,Solar,2018,Terawatt-hours (TWh),16463,19962,13600,8551,22.7,3817.77,16192.28,1478.06,335.84,-1.82
UK,Asia,Wind,2020,Terawatt-hours (TWh),7891,50842,3124,8310,58.14,3750.22,22178.54,1433.06,284.28,-4.66
UK,South America,Wind,2022,Terawatt-hours (TWh),33327,8191,11627,15507,52.21,4238.04,2858.54,479.88,378.59,-0.56
UK,North America,Oil,2019,Terawatt-hours (TWh),22303,30832,6601,16387,67.83,2816.41,8267.91,1103.03,329.11,0.21
UK,Europe,Oil,2018,Terawatt-hours (TWh),43683,14838,2781,2560,34.04,277.76,24638.37,877.39,290.43,6.6
UK,Europe,Coal,2020,Terawatt-hours (TWh),45276,35322,7019,10745,65.3,4459.62,1202.8,39.93,316.82,2.65
UK,South America,Solar,2020,Terawatt-hours (TWh),11670,14627,8290,8132,31.04,1743.67,8158.43,84.05,200.48,9.23
UK,Africa,Oil,2016,Terawatt-hours (TWh),8136,28965,7938,18674,21.13,759.23,6718.06,1267.08,314.58,3.03
UK,Europe,Solar,2022,Terawatt-hours (TWh),7271,26677,12112,14750,34.97,2188.25,1226.99,1360.29,207.05,0.42
UK,Oceania,Coal,2018,Terawatt-hours (TWh),36251,33390,12340,15350,21.59,2387.37,10450.48,465.87,133.05,4.43
UK,South America,Oil,2018,Terawatt-hours (TWh),22785,51162,8666,9286,57.49,808.5,7487.08,1474.08,219.2,9.6
UK,Africa,Hydro,2017,Terawatt-hours (TWh),33879,5793,4552,11743,45.72,4402.45,23934.78,927.94,369.32,7.91
UK,Asia,Wind,2015,Terawatt-hours (TWh),30753,7503,3754,14198,9.26,3268.38,15855.83,438.05,254.52,5.33
UK,North America,Wind,2023,Terawatt-hours (TWh),48571,15687,275,18404,39.55,3288.05,6971.71,108,245.22,0.25
UK,South America,Solar,2023,Terawatt-hours (TWh),22121,7693,245,6173,54.85,3703.13,21903.25,1139.82,138.59,-2.74
UK,South America,Wind,2023,Terawatt-hours (TWh),23956,47324,9320,9164,9.17,1997.17,10342.15,897.56,214.74,8.33
UK,North America,Hydro,2024,Terawatt-hours (TWh),21577,24348,8403,559,22.85,4189.12,16696.43,268.58,292.11,9.82
UK,Europe,Nuclear,2015,Terawatt-hours (TWh),38705,7861,3605,4174,21.13,169.31,9410.56,1210.17,380.9,-3.55
UK,Oceania,Oil,2024,Terawatt-hours (TWh),23125,27398,421,2199,42.69,635.24,6145.01,1216.84,190.61,-0.22
UK,Oceania,Hydro,2022,Terawatt-hours (TWh),11651,27800,14709,865,40.6,4722.14,12760.56,1371.35,311.54,6.18
UK,North America,Wind,2015,Terawatt-hours (TWh),11776,27329,9844,4047,18.32,86.7,20147.98,766.63,191.86,8.05
UK,North America,Wind,2020,Terawatt-hours (TWh),25726,36797,3280,11879,64.48,2071.88,22150.02,257.24,202.53,-1.89
UK,South America,Coal,2016,Terawatt-hours (TWh),2134,48281,540,11012,8.94,477.74,24594.15,854.12,355.76,-3.52
UK,Oceania,Solar,2018,Terawatt-hours (TWh),11105,49502,8590,8545,8.98,4683.61,7125.58,305,345.84,2.08
UK,Asia,Wind,2022,Terawatt-hours (TWh),12159,12390,14681,12365,9.37,3259.52,3876.84,754.18,218.81,-1.65
UK,South America,Nuclear,2022,Terawatt-hours (TWh),31674,5134,4451,3277,21.92,240.24,21868.91,986.58,213.81,6.37
UK,Oceania,Wind,2018,Terawatt-hours (TWh),19692,15562,4410,19959,10.14,3993.84,17439.33,898.45,174.01,1
UK,Asia,Wind,2017,Terawatt-hours (TWh),19446,44905,5135,1064,22.65,2227.21,17119.54,678.79,338.04,-0.65
UK,Oceania,Natural Gas,2018,Terawatt-hours (TWh),10747,33981,2592,11655,5.2,1905.14,12899.29,288.53,99.18,2.64
UK,Africa,Wind,2015,Terawatt-hours (TWh),30285,22572,10769,9666,6.72,1404.93,15607.36,338.04,50.22,1.14
UK,Europe,Coal,2017,Terawatt-hours (TWh),38802,8698,6873,9322,37.58,4715.87,21485.16,1343,173.83,8
UK,North America,Nuclear,2017,Terawatt-hours (TWh),25221,8225,2615,9336,25.96,4467.23,18225.73,443.19,234.83,-3.99
UK,Africa,Solar,2021,Terawatt-hours (TWh),14387,47768,2981,15113,54.47,3817.12,3029.46,738.1,81.7,5.06
UK,Europe,Solar,2022,Terawatt-hours (TWh),24310,801,3039,10188,7.96,1102.57,7199.65,861.97,60.09,-4.71
UK,Europe,Nuclear,2017,Terawatt-hours (TWh),32035,31260,825,8671,52.17,3183.5,24254.98,1250.73,158.9,-2.74
UK,Oceania,Hydro,2022,Terawatt-hours (TWh),3491,5120,10326,12446,53.83,3489.98,24958.75,65.36,380.77,4.81
UK,Europe,Nuclear,2021,Terawatt-hours (TWh),8465,8944,5647,16376,40.31,1459.13,8407.06,1262.49,273.01,3.28
UK,North America,Natural Gas,2018,Terawatt-hours (TWh),30053,39693,11286,11406,68.78,3053.44,19934.88,433.31,93.33,-4.08
UK,North America,Oil,2018,Terawatt-hours (TWh),21617,24298,12608,7951,44.68,3012.04,23344.8,1019.34,318.18,-1.97
UK,North America,Nuclear,2016,Terawatt-hours (TWh),36826,25848,10968,11035,5.06,2468.76,1479.04,245.79,53.38,8.36
UK,North America,Coal,2022,Terawatt-hours (TWh),37152,48126,10372,5219,68.28,2150.12,8109.02,373.12,225.69,-3.29
UK,Africa,Oil,2023,Terawatt-hours (TWh),15364,2575,8935,12377,20.92,2808.72,5504.05,180.39,155.5,3.89
UK,Africa,Coal,2015,Terawatt-hours (TWh),49124,5550,12315,14031,47.95,2324.35,15358.98,593.28,78.49,3.17
UK,Africa,Natural Gas,2020,Terawatt-hours (TWh),23986,33658,7092,13177,64.35,1636.88,1869.04,270.25,317.04,8.98
UK,Asia,Wind,2016,Terawatt-hours (TWh),41198,26622,4438,4009,63.87,692.44,15978.83,784.39,160.43,8.43
UK,Oceania,Hydro,2019,Terawatt-hours (TWh),14787,9831,4808,6307,69.51,3476.23,4424.71,90.18,155.34,9.42
UK,Oceania,Coal,2016,Terawatt-hours (TWh),29560,24905,8327,6027,20.63,4383.84,14425.2,789.14,388.15,0.11
UK,Europe,Nuclear,2018,Terawatt-hours (TWh),22905,34228,1249,12660,38.35,4498.96,3574.39,820.36,380.15,-2.58
UK,Africa,Coal,2019,Terawatt-hours (TWh),48681,36338,497,17480,25.01,2463.67,22125.58,799.81,392.73,-4.25
UK,Europe,Natural Gas,2018,Terawatt-hours (TWh),31089,11319,10179,1204,7.73,4622.18,16956.63,686.58,156.39,-4.37
UK,Oceania,Nuclear,2020,Terawatt-hours (TWh),47395,50147,7702,3583,53.5,4967.07,14585.47,1444.29,165.58,7.98
UK,North America,Oil,2019,Terawatt-hours (TWh),42702,4208,1918,916,44.08,2775.76,9019.39,1004.42,189.67,1.72
UK,South America,Oil,2016,Terawatt-hours (TWh),34922,50081,10316,9154,25.15,3596.8,13455.13,1140.64,361.63,-0.66
UK,Asia,Nuclear,2017,Terawatt-hours (TWh),19917,46583,13763,15375,53.51,182.71,1539.08,1493.33,207.75,-2.64
UK,Asia,Solar,2016,Terawatt-hours (TWh),2692,30812,6426,7485,65.81,2404.37,5419.4,1078.54,201.78,1.68
UK,Asia,Wind,2019,Terawatt-hours (TWh),45532,32629,12525,19667,60.6,299.51,1829.37,324.85,175.6,7.9
UK,Asia,Solar,2022,Terawatt-hours (TWh),43361,41673,8922,1647,16.89,2265.72,11031.14,1211.47,61.58,1.17
UK,Oceania,Wind,2020,Terawatt-hours (TWh),41891,36862,13916,13877,67.07,471.5,5070.25,257.13,268.35,0.15
UK,Asia,Natural Gas,2024,Terawatt-hours (TWh),2721,42264,4004,7477,36.88,4680.99,1154.73,609.53,112.68,4.76
UK,Asia,Coal,2018,Terawatt-hours (TWh),36480,20781,8327,13894,19.62,2220.85,10449.72,967.78,387.33,6.01
UK,Oceania,Hydro,2020,Terawatt-hours (TWh),30644,37194,10245,19173,18.79,154.55,12985.37,102.48,304.27,5.67
UK,Africa,Hydro,2021,Terawatt-hours (TWh),2011,8692,4306,11788,6.76,3953.01,534.19,397.81,163.33,0.53
UK,Oceania,Solar,2015,Terawatt-hours (TWh),41017,1614,4021,13291,41.41,2089.7,22580.09,788.61,105.78,-2.37
UK,Asia,Nuclear,2020,Terawatt-hours (TWh),45541,38647,1596,19678,28.12,1739.2,6391.7,1037.27,192.63,7.51
UK,Asia,Oil,2016,Terawatt-hours (TWh),5651,572,6594,13369,60.95,4943.01,4874.9,284.83,55.71,3.51
UK,Oceania,Nuclear,2024,Terawatt-hours (TWh),47562,28508,11925,724,68.82,342.2,7377.1,797.16,166.31,8.22
UK,Africa,Wind,2022,Terawatt-hours (TWh),32112,16038,7467,11098,64.64,4441.28,16729.87,1479.49,280.56,9.16
UK,Africa,Nuclear,2019,Terawatt-hours (TWh),23084,12416,1889,7959,65.3,3805.1,23915.45,629.38,71.13,2.22
UK,Asia,Hydro,2023,Terawatt-hours (TWh),30658,25081,13515,4131,44.6,3854.5,15391,1242.6,110.45,6.71
UK,South America,Natural Gas,2015,Terawatt-hours (TWh),23192,484,5060,19010,40.78,3942.17,534.03,858,60.55,1.56
UK,Europe,Oil,2016,Terawatt-hours (TWh),15737,39680,13024,9016,14.73,2418.43,14279.51,29.1,312.69,-0.97
UK,Africa,Wind,2023,Terawatt-hours (TWh),9269,24448,2225,3675,59.24,2835.86,3170.32,293.05,236.47,-0.06
UK,North America,Natural Gas,2023,Terawatt-hours (TWh),21810,23084,4030,9531,28.68,4193.19,20509.32,1240.43,207.78,9.21
UK,Asia,Hydro,2017,Terawatt-hours (TWh),27210,3488,2254,13820,53.09,1991.85,8555.37,648.55,346.99,3.57
UK,Oceania,Hydro,2016,Terawatt-hours (TWh),41887,41856,1366,2654,53.08,1698.16,20083.24,294.14,183.44,7.87
UK,Oceania,Wind,2022,Terawatt-hours (TWh),36602,32537,5217,3696,13.39,1550.53,24494.98,1209.15,296.15,-2.46
UK,Europe,Nuclear,2022,Terawatt-hours (TWh),43134,3170,5258,6951,26.31,987.05,5566.18,523.4,178.37,9.21
UK,Asia,Wind,2022,Terawatt-hours (TWh),20387,22186,4293,15853,14.5,1682,8480.35,735.94,291.66,-4.61
UK,Europe,Wind,2021,Terawatt-hours (TWh),47279,41564,12424,5163,49.29,3318.68,539.62,1240.51,281.21,-4.64
UK,South America,Oil,2019,Terawatt-hours (TWh),18613,36209,11470,10190,46.58,346.54,2654.91,1277.05,276.65,-2.23
UK,Oceania,Hydro,2020,Terawatt-hours (TWh),34926,44959,10570,12044,6,2433.41,9247.69,1272.69,105.13,8.29
UK,Asia,Solar,2015,Terawatt-hours (TWh),21898,34972,10525,6335,16.89,238.43,23606.11,1191.82,50.92,6.62
UK,Asia,Coal,2022,Terawatt-hours (TWh),23768,49157,7706,5722,45.56,1218.88,14698.21,476.15,71.57,-4.53
UK,Africa,Oil,2015,Terawatt-hours (TWh),43473,24638,6380,16114,20.91,2016.47,7373.93,1174.22,382.97,-3.94
UK,Europe,Solar,2015,Terawatt-hours (TWh),8438,11705,9332,11507,69.01,2605.84,1724.23,766.43,277.27,6.67
UK,Africa,Oil,2016,Terawatt-hours (TWh),9129,11288,10299,13604,9.32,4362.42,19956.05,703.85,113.05,-2.94
UK,Asia,Wind,2016,Terawatt-hours (TWh),10070,40249,12925,8553,30.17,4724.05,10839.13,405.27,300.33,0.09
UK,North America,Wind,2018,Terawatt-hours (TWh),7386,2771,4744,18484,66.13,4929.2,18975.48,1330.66,363.56,5.49
UK,North America,Wind,2020,Terawatt-hours (TWh),33346,47062,4834,8516,28.91,2782.89,6804.34,1026.32,312.35,-0.68
UK,Europe,Natural Gas,2018,Terawatt-hours (TWh),1728,29873,3988,7737,54.23,1500.12,1231.57,1155.77,356.13,3.13
UK,South America,Natural Gas,2019,Terawatt-hours (TWh),20189,28973,1630,13686,19.66,4121.97,10206.27,269.25,199.64,4.17
UK,Europe,Natural Gas,2024,Terawatt-hours (TWh),7624,38276,14239,14351,68.02,3529.43,205.88,1370.34,260.73,0.67
UK,Africa,Solar,2019,Terawatt-hours (TWh),4463,35719,6470,3905,29.8,654.45,9808.05,696.87,355.58,2.97
UK,Asia,Hydro,2022,Terawatt-hours (TWh),9612,20426,11370,13755,52.65,4695.34,15833.2,79.18,184.56,5.06
UK,South America,Solar,2024,Terawatt-hours (TWh),41574,31102,12250,15405,37.02,4732.63,4553.35,653.65,74.21,4.17
UK,Oceania,Coal,2021,Terawatt-hours (TWh),35405,32789,1456,7542,8.82,601.26,21043.07,541.6,264.93,-4.13
UK,Oceania,Solar,2019,Terawatt-hours (TWh),4069,7876,10973,352,47.46,4923.41,4378.96,1079.54,364.4,6.78
UK,Africa,Hydro,2018,Terawatt-hours (TWh),13477,14099,2117,18210,58.59,2777.95,23193.85,380.53,105.21,-0.15
UK,North America,Oil,2020,Terawatt-hours (TWh),20622,49753,11378,13056,49.07,1674.7,24204.35,770.48,210.94,6.49
UK,Oceania,Nuclear,2016,Terawatt-hours (TWh),33635,23343,11642,10862,22.01,2759.26,23395.98,954.5,165.9,3.4
UK,South America,Solar,2015,Terawatt-hours (TWh),49154,22531,11141,5688,37.61,3029.85,13201.82,278.5,217.95,9.47
UK,Africa,Solar,2020,Terawatt-hours (TWh),18427,8196,812,16781,14.29,2334.69,1703.72,247.47,183.26,-2.61
UK,North America,Solar,2019,Terawatt-hours (TWh),13982,30611,7642,12700,34.27,4826.28,24688.02,1387.07,288.91,6.68
UK,Europe,Solar,2021,Terawatt-hours (TWh),23922,8519,13706,7559,21.09,2734.51,7154.78,1424.5,395.38,5.53
UK,Europe,Nuclear,2015,Terawatt-hours (TWh),19818,39576,11254,16079,50.07,4287.01,1211.77,564.57,147.7,0.47
UK,Asia,Oil,2015,Terawatt-hours (TWh),43662,32444,4612,10219,45.66,2367.79,17386.59,361.76,93.46,-3.55
UK,South America,Oil,2024,Terawatt-hours (TWh),14801,10095,11108,18955,56.27,4568.77,20464.79,399.43,121.41,5.43
UK,Oceania,Wind,2016,Terawatt-hours (TWh),784,46570,11447,5632,10.7,2355.71,12023.6,880.18,252.29,-4.93
UK,North America,Wind,2018,Terawatt-hours (TWh),44841,32149,5246,6699,30.69,3235.49,14496.43,1188.01,281.64,-2.57
UK,Oceania,Nuclear,2017,Terawatt-hours (TWh),13658,49854,7051,11159,20.93,1782.65,16488.05,978.66,333.81,1.17
UK,Asia,Oil,2018,Terawatt-hours (TWh),12577,42586,3412,14703,58.04,2639.61,4379.32,832.4,375.17,-4.71
UK,South America,Wind,2020,Terawatt-hours (TWh),25658,14866,4328,418,54.87,4315.33,23699.28,1287.8,290.15,6.86
UK,Asia,Wind,2015,Terawatt-hours (TWh),48600,32034,12598,2876,48.4,2905.81,13354.1,748.31,309.43,4.85
UK,Africa,Solar,2019,Terawatt-hours (TWh),26339,17499,13869,16439,67.16,3629.88,16357.05,1363.54,388.62,2.73
UK,Asia,Solar,2015,Terawatt-hours (TWh),41604,7560,2578,937,55.37,4084.61,19118.25,1414.1,174.63,-3.29
UK,Oceania,Coal,2018,Terawatt-hours (TWh),24353,11130,10884,15109,21.73,1715.15,6232.83,426.64,379.5,3.59
UK,South America,Oil,2017,Terawatt-hours (TWh),42073,14269,14007,3900,42.04,3612.01,19441.27,636.05,243.09,6.68
UK,Europe,Oil,2016,Terawatt-hours (TWh),33394,10872,9734,10712,54.33,501.85,74.43,807.91,82.62,-3.96
UK,Asia,Nuclear,2018,Terawatt-hours (TWh),9173,14832,14357,15890,29.84,1453.9,6494.91,1437.35,180.84,-4.37
UK,Asia,Solar,2016,Terawatt-hours (TWh),44810,45602,8313,8716,53.82,1900.77,8687.86,1459.65,132.1,-1.46
UK,Asia,Natural Gas,2016,Terawatt-hours (TWh),31182,27296,13174,960,69.03,1165.83,17525.55,871.71,93.44,7.43
UK,Oceania,Coal,2018,Terawatt-hours (TWh),32207,32060,799,843,43.11,3901.57,6410.02,1425.03,398.09,8.06
UK,Europe,Wind,2019,Terawatt-hours (TWh),16420,35939,14191,13251,23.74,2890.47,20745.54,746.31,130.88,0.4
UK,Africa,Nuclear,2023,Terawatt-hours (TWh),6721,8724,10805,4221,19.96,2112.25,21674.12,1208.23,345.69,0.97
UK,South America,Natural Gas,2024,Terawatt-hours (TWh),872,28321,13887,7155,69.95,1609.13,132.02,976.52,308.38,-2.72
UK,Africa,Coal,2023,Terawatt-hours (TWh),9053,23251,8275,1323,5.56,4793.57,3653.72,806.1,182.68,3.58
UK,Oceania,Hydro,2024,Terawatt-hours (TWh),13857,50612,3853,2640,33.58,3357.01,4913.24,497.46,59.16,-3.46
UK,South America,Solar,2018,Terawatt-hours (TWh),10299,39495,2985,1768,44.27,311.73,21245.88,862.12,75.77,1.03
UK,South America,Natural Gas,2015,Terawatt-hours (TWh),702,49620,7156,4237,28.13,4078.99,20827.48,1189.78,250.96,2.36
UK,Asia,Nuclear,2020,Terawatt-hours (TWh),40824,19384,8209,2857,58.9,1223.62,18436.79,392.45,343.72,3.81
UK,South America,Nuclear,2023,Terawatt-hours (TWh),29320,15307,7174,6274,56.58,583.79,11470.35,608.84,79.18,-4.31
UK,North America,Hydro,2021,Terawatt-hours (TWh),14031,45527,1890,5020,7.96,2040.48,18043.97,320.05,234.06,1.6
UK,Europe,Wind,2017,Terawatt-hours (TWh),10685,20445,3063,8726,43.61,4685.77,13208.58,1056.38,290.73,-3.74
UK,North America,Coal,2017,Terawatt-hours (TWh),1574,44721,14368,5486,63.45,1846.26,20720.26,1253.24,146.88,6.32
UK,North America,Wind,2019,Terawatt-hours (TWh),38764,15664,13419,16325,60.98,4951.83,12949.99,429.92,68.96,-0.11
UK,Asia,Nuclear,2020,Terawatt-hours (TWh),18343,505,6633,14186,39.81,4553.54,3034.77,50.77,247.16,3.27
UK,North America,Oil,2022,Terawatt-hours (TWh),11651,34805,14206,11183,20.54,4375.63,7315.5,778.28,118.68,8.14
UK,Oceania,Coal,2016,Terawatt-hours (TWh),29104,31408,8307,7614,27.57,3446.05,23687.58,629.7,95.27,-0.62
UK,North America,Nuclear,2020,Terawatt-hours (TWh),11688,12026,3978,9872,54.16,2578.18,145.15,634.02,120.54,0.71
UK,North America,Hydro,2022,Terawatt-hours (TWh),46495,17250,7805,12469,64.09,2079.82,18987.44,550.97,69.77,2.69
UK,Africa,Coal,2023,Terawatt-hours (TWh),14311,36112,968,8262,20.35,397.44,12780.74,909.01,321.86,6.67
UK,Europe,Coal,2021,Terawatt-hours (TWh),6105,17171,2577,17495,43.58,1418.42,17187.51,129.6,182.12,-1.75
UK,Asia,Natural Gas,2016,Terawatt-hours (TWh),28685,46247,11847,16149,64.75,4279.68,18084.52,1054.65,389.7,2.54
UK,Oceania,Wind,2021,Terawatt-hours (TWh),28522,19426,12648,464,35.08,587.44,3312.56,660.62,213.27,5
UK,North America,Hydro,2017,Terawatt-hours (TWh),35877,48121,13537,65,7.85,1998.94,15724.36,617.46,396.63,0.05
UK,Oceania,Solar,2022,Terawatt-hours (TWh),15367,5383,2536,13999,60,3217.67,8643.39,715.08,139.73,-3.19
UK,North America,Natural Gas,2015,Terawatt-hours (TWh),18445,31791,9176,7193,27.62,3292.51,19389.01,669.57,92.68,-1.51
UK,Africa,Oil,2019,Terawatt-hours (TWh),31139,9702,11104,7353,50.92,1370.96,3666.49,1442.85,364.85,3.96
UK,South America,Nuclear,2021,Terawatt-hours (TWh),6944,7623,10290,2603,37.3,1910.7,23134.06,203.03,148.57,5.12
UK,Asia,Solar,2016,Terawatt-hours (TWh),35126,12422,11970,10022,42.67,3243.89,22815.46,1228.96,56.73,4.88
UK,Europe,Wind,2022,Terawatt-hours (TWh),1707,18728,11603,18243,12.11,4459.73,1355.73,1345.46,216.43,5.48
UK,Europe,Coal,2020,Terawatt-hours (TWh),45302,27893,6871,14427,68.46,309.85,22725.08,1082.88,148.46,3.13
UK,Oceania,Nuclear,2018,Terawatt-hours (TWh),49679,3486,2504,9667,41.26,1090.93,24734.98,755.01,187.19,-1.89
UK,Africa,Oil,2023,Terawatt-hours (TWh),2398,45330,5971,5520,36.36,1588.57,16116.1,689.59,98.22,2.61
UK,Oceania,Wind,2024,Terawatt-hours (TWh),33300,37670,2685,16843,33.47,304.53,9847.71,396.65,293.47,4.81
UK,Oceania,Wind,2020,Terawatt-hours (TWh),9387,20688,4821,5375,68.66,2643.6,20487.23,896.33,252.45,3.17
UK,Europe,Solar,2016,Terawatt-hours (TWh),31640,25679,12918,13799,35.23,329.79,1198.22,268.81,83.3,-3.02
UK,North America,Nuclear,2018,Terawatt-hours (TWh),9571,12398,10110,5357,34.42,4418.05,7801.28,906.77,113.39,-4.55
UK,North America,Nuclear,2018,Terawatt-hours (TWh),12131,17477,1411,18341,50.06,2379.56,8236.59,214.91,264.73,8.78
UK,South America,Solar,2021,Terawatt-hours (TWh),18518,35842,10478,6178,9.84,1916.09,5208.83,274.66,106.9,-2.05
UK,Asia,Nuclear,2015,Terawatt-hours (TWh),16240,12462,9304,14555,62.49,4931.2,2809.93,796.6,199.75,2.62
UK,Asia,Hydro,2022,Terawatt-hours (TWh),13465,45158,8862,4067,39.5,1670.08,4627.73,1472.12,244.06,6.57
UK,Asia,Oil,2020,Terawatt-hours (TWh),31877,22021,2584,15158,37.03,820.5,12379.86,1485.32,166.31,1.88
UK,Asia,Hydro,2019,Terawatt-hours (TWh),18954,28269,9616,2019,23.02,143.95,17411.75,836.07,310.71,-0.2
UK,Asia,Nuclear,2022,Terawatt-hours (TWh),47132,15789,4380,19812,46.51,2409.84,13308.32,460.43,109.08,-2.32
UK,North America,Wind,2021,Terawatt-hours (TWh),29060,43851,14060,5508,8.34,3979.06,23308.73,707.01,138.76,4.35
UK,Europe,Coal,2018,Terawatt-hours (TWh),42772,31319,3472,10634,24.48,553.86,181.96,383.28,136.66,2.83
UK,South America,Coal,2015,Terawatt-hours (TWh),28341,41309,2538,13607,67.76,3276.81,11908.02,478.48,163.5,4.54
UK,Europe,Natural Gas,2018,Terawatt-hours (TWh),9034,42698,3841,13700,49.62,226.52,19126.58,1419.84,375.96,4.69
UK,North America,Solar,2017,Terawatt-hours (TWh),10471,26880,8082,13354,69.32,458.74,3134.23,1303.68,391.02,1.74
UK,Africa,Coal,2024,Terawatt-hours (TWh),36347,1190,9460,11637,13.64,211.02,2587.13,1388.5,233.24,6.58
UK,Africa,Solar,2023,Terawatt-hours (TWh),11767,4638,2384,2768,28.48,4901.89,18121.64,462.95,157.29,4.53
UK,South America,Nuclear,2017,Terawatt-hours (TWh),19608,38502,305,9746,16.28,2342.25,13057.03,76.28,382.55,-2.36
UK,North America,Natural Gas,2022,Terawatt-hours (TWh),41389,1553,7123,7691,22.73,1196.55,17434.57,957.69,361.88,7.78
UK,Europe,Oil,2020,Terawatt-hours (TWh),11826,7936,13411,3497,68.03,2794.36,22729.09,713.99,179.19,9.1
UK,Africa,Solar,2024,Terawatt-hours (TWh),46902,21813,5789,3390,64.87,1474.21,4626.47,925,321.6,0.14
UK,Africa,Hydro,2018,Terawatt-hours (TWh),39941,51012,9690,18782,57.84,2964.62,17135.57,758.49,343.72,9.54
